ppm,intensity
7.015968767007693,37.3125
7.015663210694738,69.4375
7.015357654381784,64.4375
7.015052098068829,44.125
7.0147465417558745,34.3125
7.014440985442921,59.0625
7.014135429129966,36.8125
7.013829872817011,-17.75
7.013524316504057,-92.5625
7.013218760191102,-155.8125
7.012913203878148,-191.9375
7.0126076475651935,-233.8125
7.012302091252239,-238.1875
7.011996534939285,-234.875
7.01169097862633,-260.0
7.011385422313375,-298.75
7.011079866000421,-322.6875
7.010774309687466,-340.1875
7.010468753374512,-374.375
7.010163197061558,-390.1875
7.009857640748603,-376.9375
7.009552084435648,-368.6875
7.009246528122694,-330.6875
7.008940971809739,-301.0625
7.0086354154967845,-311.25
7.008329859183831,-303.1875
7.008024302870876,-284.6875
7.007718746557922,-273.25
7.007413190244967,-283.6875
7.007107633932012,-313.3125
7.006802077619058,-339.9375
7.0064965213061035,-327.25
7.006190964993149,-297.625
7.005885408680195,-298.9375
7.00557985236724,-328.8125
7.005274296054285,-355.3125
7.004968739741331,-390.5
7.004663183428376,-379.25
7.0043576271154215,-378.3125
7.004052070802468,-384.9375
7.003746514489513,-378.25
7.003440958176558,-377.4375
7.003135401863604,-388.375
7.002829845550649,-423.3125
7.002524289237695,-433.5
7.0022187329247405,-424.875
7.001913176611786,-403.1875
7.001607620298832,-407.4375
7.001302063985877,-431.4375
7.000996507672922,-440.125
7.000690951359968,-408.0625
7.000385395047013,-350.3125
7.000079838734059,-320.1875
6.999774282421105,-268.6875
6.99946872610815,-218.0625
6.999163169795195,-157.8125
6.998857613482241,-104.0
6.998552057169286,-53.0
6.9982465008563315,38.0625
6.997940944543378,74.625
6.997635388230423,77.4375
6.997329831917469,69.0625
6.997024275604514,49.3125
6.996718719291559,-26.875
6.996413162978605,-114.8125
6.9961076066656505,-178.9375
6.995802050352696,-216.0
6.995496494039742,-248.9375
6.995190937726787,-253.5
6.994885381413832,-253.625
6.994579825100878,-263.8125
6.994274268787923,-246.375
6.9939687124749685,-219.25
6.993663156162015,-217.4375
6.99335759984906,-214.75
6.993052043536105,-213.4375
6.992746487223151,-205.625
6.992440930910196,-169.25
6.992135374597242,-140.9375
6.9918298182842875,-122.3125
6.991524261971333,-89.3125
6.991218705658379,-15.6875
6.990913149345424,50.125
6.990607593032469,64.8125
6.990302036719515,48.5625
6.98999648040656,20.625
6.989690924093606,-37.25
6.989385367780652,-34.75
6.989079811467697,26.0625
6.988774255154742,91.875
6.988468698841788,157.8125
6.988163142528833,221.375
6.9878575862158785,276.5
6.987552029902925,335.5625
6.98724647358997,385.5
6.986940917277016,407.3125
6.986635360964061,420.6875
6.986329804651106,413.5625
6.986024248338152,415.4375
6.9857186920251975,385.875
6.985413135712243,358.125
6.985107579399289,308.375
6.984802023086334,276.4375
6.984496466773379,247.125
6.984190910460425,184.9375
6.98388535414747,127.0625
6.9835797978345155,96.25
6.983274241521562,40.125
6.982968685208607,-16.0
6.982663128895652,-71.125
6.982357572582698,-115.3125
6.982052016269743,-141.0625
6.981746459956789,-166.625
6.9814409036438345,-217.125
6.98113534733088,-300.0
6.980829791017926,-355.875
6.980524234704971,-355.5
6.980218678392016,-342.3125
6.979913122079062,-365.5
6.979607565766107,-403.6875
6.979302009453153,-424.9375
6.978996453140199,-471.3125
6.978690896827244,-503.0625
6.978385340514289,-500.875
6.978079784201335,-475.375
6.97777422788838,-441.0
6.9774686715754255,-418.9375
6.977163115262472,-444.6875
6.976857558949517,-464.1875
6.976552002636563,-454.4375
6.976246446323608,-454.375
6.975940890010653,-475.4375
6.975635333697699,-469.75
6.9753297773847445,-455.0
6.97502422107179,-447.1875
6.974718664758836,-430.625
6.974413108445881,-396.375
6.974107552132926,-374.5
6.973801995819972,-368.1875
6.973496439507017,-340.9375
6.9731908831940626,-370.9375
6.972885326881109,-400.25
6.972579770568154,-371.375
6.972274214255199,-358.5
6.971968657942245,-353.0
6.97166310162929,-347.0
6.971357545316336,-344.6875
6.9710519890033815,-356.5
6.970746432690427,-359.5
6.970440876377473,-347.5625
6.970135320064518,-341.875
6.969829763751563,-311.875
6.969524207438609,-291.5625
6.969218651125654,-302.5625
6.9689130948127,-309.75
6.968607538499746,-314.0625
6.968301982186791,-331.125
6.967996425873836,-338.25
6.967690869560882,-329.1875
6.967385313247927,-348.375
6.9670797569349725,-355.75
6.966774200622019,-322.0
6.966468644309064,-337.625
6.96616308799611,-416.3125
6.965857531683155,-441.3125
6.9655519753702,-417.6875
6.965246419057246,-410.6875
6.9649408627442915,-385.6875
6.964635306431337,-369.75
6.964329750118383,-353.4375
6.964024193805428,-343.1875
6.963718637492473,-358.0625
6.963413081179519,-384.375
6.963107524866564,-415.9375
6.9628019685536096,-431.0
6.962496412240656,-428.3125
6.962190855927701,-436.6875
6.961885299614746,-419.6875
6.961579743301792,-362.5
6.961274186988837,-337.9375
6.960968630675883,-334.9375
6.9606630743629285,-331.8125
6.960357518049974,-305.4375
6.96005196173702,-287.9375
6.959746405424065,-323.75
6.95944084911111,-372.0625
6.959135292798156,-413.375
6.958829736485201,-441.5
6.958524180172247,-437.1875
6.958218623859293,-437.0625
6.957913067546338,-436.625
6.957607511233383,-436.875
6.957301954920429,-435.75
6.956996398607474,-440.0625
6.9566908422945195,-447.0
6.956385285981566,-450.6875
6.956079729668611,-456.0625
6.955774173355657,-455.375
6.955468617042702,-436.6875
6.955163060729747,-441.625
6.954857504416793,-439.4375
6.9545519481038385,-437.75
6.954246391790884,-451.8125
6.95394083547793,-443.8125
6.953635279164975,-421.125
6.95332972285202,-424.25
6.953024166539066,-421.5625
6.952718610226111,-399.375
6.952413053913157,-429.0625
6.952107497600203,-462.8125
6.951801941287248,-456.75
6.951496384974293,-422.5625
6.951190828661339,-446.375
6.950885272348384,-466.5
6.95057971603543,-468.9375
6.9502741597224755,-462.3125
6.949968603409521,-442.4375
6.949663047096567,-405.6875
6.949357490783612,-411.5
6.949051934470657,-449.125
6.948746378157703,-399.75
6.948440821844748,-314.0
6.948135265531794,-279.3125
6.94782970921884,-295.125
6.947524152905885,-304.625
6.94721859659293,-319.1875
6.946913040279976,-336.1875
6.946607483967021,-380.5
6.9463019276540665,-394.375
6.945996371341113,-372.875
6.945690815028158,-367.9375
6.945385258715204,-337.5625
6.945079702402249,-352.6875
6.944774146089294,-377.25
6.94446858977634,-376.75
6.9441630334633855,-404.5
6.943857477150431,-475.875
6.943551920837477,-510.625
6.943246364524522,-521.5
6.942940808211567,-557.875
6.942635251898613,-563.25
6.942329695585658,-511.875
6.942024139272704,-487.3125
6.94171858295975,-492.125
6.941413026646795,-513.3125
6.94110747033384,-532.3125
6.940801914020886,-532.875
6.940496357707931,-526.625
6.940190801394977,-510.25
6.9398852450820225,-479.3125
6.939579688769068,-486.5
6.939274132456114,-509.0
6.938968576143159,-526.6875
6.938663019830204,-511.75
6.93835746351725,-502.1875
6.938051907204295,-481.875
6.937746350891341,-466.6875
6.937440794578387,-470.3125
6.937135238265432,-507.9375
6.936829681952477,-516.875
6.936524125639523,-519.0625
6.936218569326568,-504.5
6.935913013013614,-457.5
6.93560745670066,-404.9375
6.935301900387705,-377.375
6.934996344074751,-341.875
6.934690787761796,-315.875
6.934385231448841,-294.4375
6.934079675135887,-318.875
6.9337741188229325,-335.8125
6.933468562509978,-334.5
6.933163006197024,-372.5
6.932857449884069,-391.625
6.932551893571114,-389.0625
6.93224633725816,-380.125
6.931940780945205,-351.9375
6.931635224632251,-365.1875
6.931329668319297,-393.75
6.931024112006342,-418.8125
6.930718555693387,-453.125
6.930412999380433,-483.375
6.930107443067478,-512.75
6.929801886754524,-520.1875
6.9294963304415695,-507.8125
6.929190774128615,-475.625
6.928885217815661,-447.0625
6.928579661502706,-422.375
6.928274105189751,-400.4375
6.927968548876797,-417.1875
6.927662992563842,-445.5625
6.927357436250888,-426.6875
6.927051879937934,-441.0
6.926746323624979,-477.1875
6.926440767312024,-473.125
6.92613521099907,-464.5
6.925829654686115,-433.25
6.925524098373161,-409.4375
6.925218542060207,-408.125
6.924912985747252,-407.625
6.924607429434298,-454.375
6.924301873121343,-481.875
6.923996316808388,-468.125
6.923690760495434,-425.4375
6.9233852041824795,-377.5625
6.923079647869525,-361.3125
6.922774091556571,-378.625
6.922468535243616,-422.25
6.922162978930661,-496.5
6.921857422617707,-535.125
6.921551866304752,-523.625
6.921246309991798,-540.5625
6.920940753678844,-573.0
6.920635197365889,-575.625
6.920329641052934,-529.9375
6.92002408473998,-478.25
6.919718528427025,-409.3125
6.919412972114071,-398.875
6.9191074158011165,-441.1875
6.918801859488162,-466.375
6.918496303175208,-438.875
6.918190746862253,-364.5625
6.917885190549298,-337.5
6.917579634236344,-346.4375
6.917274077923389,-382.875
6.916968521610435,-414.625
6.916662965297481,-427.5
6.916357408984526,-414.75
6.916051852671571,-381.875
6.915746296358617,-386.125
6.915440740045662,-398.25
6.915135183732708,-418.25
6.914829627419754,-432.875
6.914524071106799,-423.0625
6.914218514793845,-454.375
6.91391295848089,-482.1875
6.913607402167935,-465.3125
6.913301845854981,-441.625
6.9129962895420265,-449.5625
6.912690733229072,-452.875
6.912385176916118,-462.0625
6.912079620603163,-501.75
6.911774064290208,-531.625
6.911468507977254,-534.25
6.911162951664299,-546.0
6.910857395351345,-548.625
6.910551839038391,-538.875
6.910246282725436,-536.4375
6.909940726412481,-520.1875
6.909635170099527,-482.3125
6.909329613786572,-431.125
6.909024057473618,-404.0625
6.9087185011606635,-426.375
6.908412944847709,-430.8125
6.908107388534755,-430.375
6.9078018322218,-399.375
6.907496275908845,-374.125
6.907190719595891,-347.75
6.9068851632829364,-312.6875
6.906579606969982,-283.8125
6.906274050657028,-266.875
6.905968494344073,-254.5625
6.905662938031118,-258.75
6.905357381718164,-266.9375
6.905051825405209,-241.75
6.904746269092255,-231.5625
6.904440712779301,-243.0625
6.904135156466346,-275.0
6.903829600153392,-250.375
6.903524043840437,-215.0
6.903218487527482,-222.75
6.902912931214528,-252.125
6.9026073749015735,-304.5625
6.902301818588619,-338.875
6.901996262275665,-334.75
6.90169070596271,-360.125
6.901385149649755,-399.625
6.901079593336801,-402.0
6.900774037023846,-387.5625
6.900468480710892,-400.4375
6.900162924397938,-403.1875
6.899857368084983,-394.125
6.899551811772028,-388.875
6.899246255459074,-412.0
6.898940699146119,-415.75
6.898635142833165,-406.5625
6.8983295865202106,-437.8125
6.898024030207256,-461.6875
6.897718473894302,-456.6875
6.897412917581347,-437.25
6.897107361268392,-457.5
6.896801804955438,-471.75
6.8964962486424835,-489.5625
6.896190692329529,-452.375
6.895885136016575,-424.5
6.89557957970362,-384.3125
6.895274023390665,-344.0625
6.894968467077711,-335.5625
6.894662910764756,-335.0
6.894357354451802,-310.875
6.894051798138848,-319.0
6.893746241825893,-352.0
6.893440685512939,-361.4375
6.893135129199984,-319.9375
6.892829572887029,-316.625
6.892524016574075,-373.375
6.8922184602611205,-434.4375
6.891912903948166,-462.0625
6.891607347635212,-472.625
6.891301791322257,-491.3125
6.890996235009302,-489.0
6.890690678696348,-467.9375
6.890385122383393,-483.125
6.890079566070439,-507.4375
6.889774009757485,-515.375
6.88946845344453,-526.9375
6.889162897131575,-569.9375
6.888857340818621,-596.3125
6.888551784505666,-559.875
6.888246228192712,-530.9375
6.887940671879758,-527.9375
6.887635115566803,-489.0625
6.887329559253849,-429.8125
6.887024002940894,-380.375
6.886718446627939,-333.5
6.886412890314985,-336.4375
6.8861073340020305,-370.0
6.885801777689076,-393.9375
6.885496221376122,-436.75
6.885190665063167,-441.4375
6.884885108750212,-417.0
6.884579552437258,-421.25
6.884273996124303,-439.5625
6.883968439811349,-458.1875
6.883662883498395,-474.375
6.88335732718544,-521.8125
6.883051770872486,-524.25
6.882746214559531,-496.5625
6.882440658246576,-482.5
6.882135101933622,-504.25
6.8818295456206675,-483.4375
6.881523989307713,-435.5
6.881218432994759,-403.9375
6.880912876681804,-402.1875
6.880607320368849,-371.4375
6.880301764055895,-295.9375
6.87999620774294,-244.25
6.879690651429986,-208.9375
6.879385095117032,-186.0625
6.879079538804077,-187.75
6.878773982491122,-207.8125
6.878468426178168,-273.3125
6.878162869865213,-318.4375
6.877857313552259,-326.0
6.877551757239305,-355.75
6.87724620092635,-331.625
6.876940644613396,-291.75
6.876635088300441,-303.625
6.876329531987486,-331.8125
6.876023975674532,-346.0
6.8757184193615775,-372.875
6.875412863048623,-410.3125
6.875107306735669,-413.3125
6.874801750422714,-417.8125
6.874496194109759,-443.9375
6.874190637796805,-483.4375
6.87388508148385,-519.3125
6.873579525170896,-515.9375
6.873273968857942,-514.5
6.872968412544987,-498.375
6.872662856232033,-504.5625
6.872357299919078,-535.5
6.872051743606123,-558.125
6.871746187293169,-551.5
6.8714406309802145,-540.625
6.87113507466726,-515.6875
6.870829518354306,-465.5
6.870523962041351,-457.4375
6.870218405728396,-473.125
6.869912849415442,-502.875
6.869607293102487,-509.1875
6.869301736789533,-499.875
6.868996180476579,-463.4375
6.868690624163624,-414.1875
6.868385067850669,-407.125
6.868079511537715,-364.625
6.86777395522476,-322.5625
6.867468398911806,-299.0625
6.867162842598852,-319.625
6.866857286285897,-339.25
6.866551729972943,-334.25
6.866246173659988,-325.3125
6.865940617347033,-284.25
6.865635061034079,-222.3125
6.8653295047211245,-185.5625
6.86502394840817,-176.375
6.864718392095216,-147.3125
6.864412835782261,-137.4375
6.864107279469306,-158.0625
6.863801723156352,-208.8125
6.863496166843397,-260.6875
6.863190610530443,-311.875
6.862885054217489,-333.75
6.862579497904534,-331.0
6.86227394159158,-344.125
6.861968385278625,-403.6875
6.86166282896567,-501.5625
6.861357272652716,-501.8125
6.8610517163397615,-466.4375
6.860746160026807,-468.5
6.860440603713853,-467.3125
6.860135047400898,-461.6875
6.859829491087943,-442.3125
6.859523934774989,-404.6875
6.859218378462034,-359.5
6.85891282214908,-356.0
6.858607265836126,-416.1875
6.858301709523171,-479.3125
6.857996153210216,-488.4375
6.857690596897262,-494.0
6.857385040584307,-503.6875
