ppm,intensity
0.198074851695704,466.90625
0.1980696696414895,462.96875
0.19806448758727502,486.046875
0.19805930553306053,504.015625
0.19805412347884604,497.46875
0.19804894142463159,534.953125
0.1980437593704171,533.515625
0.1980385773162026,484.171875
0.19803339526198813,460.953125
0.19802821320777364,474.9375
0.19802303115355915,485.21875
0.19801784909934467,479.71875
0.19801266704513018,510.6875
0.19800748499091572,508.640625
0.19800230293670124,477.5
0.19799712088248675,465.453125
0.19799193882827226,484.078125
0.19798675677405778,521.875
0.1979815747198433,518.84375
0.1979763926656288,529.390625
0.19797121061141432,515.765625
0.19796602855719983,506.09375
0.19796084650298537,523.640625
0.19795566444877088,522.234375
0.1979504823945564,506.796875
0.1979453003403419,492.265625
0.19794011828612743,502.515625
0.19793493623191294,521.21875
0.19792975417769845,526.859375
0.19792457212348397,500.484375
0.1979193900692695,465.875
0.19791420801505502,453.109375
0.19790902596084053,453.03125
0.19790384390662605,463.078125
0.19789866185241156,471.96875
0.19789347979819708,443.796875
0.1978882977439826,402.921875
0.1978831156897681,388.90625
0.19787793363555362,427.171875
0.19787275158133916,467.0
0.19786756952712467,469.296875
0.19786238747291018,444.0625
0.1978572054186957,438.75
0.1978520233644812,401.875
0.19784684131026672,394.34375
0.19784165925605224,445.34375
0.19783647720183775,511.265625
0.19783129514762327,548.484375
0.1978261130934088,545.40625
0.19782093103919432,519.265625
0.19781574898497983,490.53125
0.19781056693076535,470.609375
0.19780538487655086,444.609375
0.19780020282233637,404.796875
0.1977950207681219,412.15625
0.1977898387139074,423.53125
0.19778465665969294,387.703125
0.19777947460547846,365.84375
0.19777429255126397,387.96875
0.19776911049704948,396.203125
0.197763928442835,408.71875
0.1977587463886205,408.421875
0.19775356433440602,415.09375
0.19774838228019154,464.390625
0.19774320022597705,470.375
0.1977380181717626,431.828125
0.1977328361175481,387.984375
0.19772765406333362,403.109375
0.19772247200911913,469.859375
0.19771728995490465,497.671875
0.19771210790069016,485.921875
0.19770692584647567,469.359375
0.1977017437922612,465.703125
0.19769656173804673,480.75
0.19769137968383224,467.421875
0.19768619762961775,431.109375
0.19768101557540327,405.515625
0.19767583352118878,417.21875
0.1976706514669743,428.390625
0.1976654694127598,424.59375
0.19766028735854532,421.453125
0.19765510530433084,426.46875
0.19764992325011638,440.96875
0.1976447411959019,460.890625
0.1976395591416874,462.578125
0.19763437708747292,451.078125
0.19762919503325843,429.609375
0.19762401297904394,385.859375
0.19761883092482946,387.890625
0.19761364887061497,432.03125
0.1976084668164005,477.921875
0.19760328476218603,461.953125
0.19759810270797154,431.375
0.19759292065375705,441.0625
0.19758773859954257,458.9375
0.19758255654532808,446.421875
0.1975773744911136,450.546875
0.1975721924368991,459.796875
0.19756701038268462,446.4375
0.19756182832847016,418.6875
0.19755664627425568,429.15625
0.1975514642200412,463.546875
0.1975462821658267,485.390625
0.19754110011161222,507.828125
0.19753591805739773,524.40625
0.19753073600318324,522.0
0.19752555394896876,490.625
0.19752037189475427,413.65625
0.1975151898405398,374.03125
0.19751000778632533,419.75
0.19750482573211084,445.171875
0.19749964367789635,467.0
0.19749446162368187,501.125
0.19748927956946738,519.234375
0.1974840975152529,518.515625
0.1974789154610384,494.71875
0.19747373340682395,461.6875
0.19746855135260946,431.265625
0.19746336929839498,413.96875
0.1974581872441805,436.390625
0.197453005189966,421.25
0.19744782313575152,404.46875
0.19744264108153703,437.0625
0.19743745902732254,443.953125
0.19743227697310806,438.5
0.1974270949188936,432.765625
0.1974219128646791,466.53125
0.19741673081046462,496.40625
0.19741154875625014,479.734375
0.19740636670203565,450.46875
0.19740118464782117,416.296875
0.19739600259360668,413.96875
0.1973908205393922,461.765625
0.19738563848517773,496.671875
0.19738045643096325,487.8125
0.19737527437674876,461.015625
0.19737009232253427,460.0
0.1973649102683198,484.03125
0.1973597282141053,529.125
0.19735454615989081,548.6875
0.19734936410567633,569.03125
0.19734418205146184,571.234375
0.19733899999724738,552.234375
0.1973338179430329,537.28125
0.1973286358888184,500.609375
0.19732345383460392,467.703125
0.19731827178038944,452.140625
0.19731308972617495,441.140625
0.19730790767196046,444.171875
0.19730272561774598,482.75
0.19729754356353152,531.28125
0.19729236150931703,554.8125
0.19728717945510255,547.78125
0.19728199740088806,505.9375
0.19727681534667357,476.9375
0.1972716332924591,507.671875
0.1972664512382446,516.421875
0.1972612691840301,489.078125
0.19725608712981563,482.734375
0.19725090507560117,512.546875
0.19724572302138668,524.75
0.1972405409671722,500.75
0.1972353589129577,471.984375
0.19723017685874322,479.53125
0.19722499480452874,519.125
0.19721981275031425,535.09375
0.19721463069609976,519.765625
0.19720944864188528,517.421875
0.19720426658767082,535.984375
0.19719908453345633,550.515625
0.19719390247924184,528.96875
0.19718872042502736,522.875
0.19718353837081287,545.46875
0.19717835631659839,568.015625
0.1971731742623839,562.3125
0.1971679922081694,540.90625
0.19716281015395495,517.296875
0.19715762809974047,489.859375
0.19715244604552598,459.78125
0.1971472639913115,441.890625
0.197142081937097,476.265625
0.19713689988288252,511.9375
0.19713171782866803,520.96875
0.19712653577445355,529.4375
0.19712135372023906,551.4375
0.1971161716660246,543.21875
0.19711098961181012,510.734375
